crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,black,lstat,medv
-0.2975736947220617,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.4976172167565614,-1.395257187068263,0.3341187865111057,-0.6373310900407125,-0.6006816570730011,1.175302738701922,0.33053303253148786,-0.8504426451803296,0.061670898850391655
-0.3289320142677887,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.4193384549651065,0.4662745900979944,0.21981055530860333,-0.6373310900407125,-0.6006816570730011,1.175302738701922,0.3294376806661383,0.2824421489281339,
,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-1.1793540694494051,-1.1359216532263987,0.0006920763853181181,-0.6373310900407125,-0.6006816570730011,1.175302738701922,-0.7413783028993521,-0.1348627566890752,-0.2536457456550625
-0.3357214921214589,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.7936532613496956,0.032864519841728286,,-0.6373310900407125,-0.6006816570730011,1.175302738701922,0.3754424590108094,-0.1922771900122483,-0.47110550048641003
,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-1.017103545008937,1.0488914058523189,,-0.6373310900407125,,1.175302738701922,0.21793086077357796,1.17166568942118,-0.9712629365985093
-0.3210450591720184,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.45491971032485884,0.7327152070588137,0.103175318153079,-0.6373310900407125,-0.6006816570730011,1.175302738701922,0.39274901848332844,0.1648125782172428,
-0.27681695883174884,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.20300442237781524,0.8215287460457534,0.08636388739043441,-0.6373310900407125,-0.6006816570730011,1.175302738701922,0.4406158949990936,0.8495847219985019,-0.7972951327334313
,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.6712537429121501,1.1163896954823933,0.14254445968480944,-0.6373310900407125,-0.6006816570730011,1.175302738701922,0.4147655909768502,1.0120255577421136,
-0.3328778169793224,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.5132729691148511,0.9067897434732153,0.287103768276591,-0.6373310900407125,-0.6006816570730011,1.175302738701922,0.41246535205961626,0.5106995301885537,-0.7538031817671618
-0.32238202826991585,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.975829288791625,0.6083762524770979,0.3132232228513215,-0.6373310900407125,-0.6006816570730011,1.175302738701922,-0.5833190287294459,0.5401069228662767,-0.9386439733738071
-0.34198664557238845,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.6712537429121501,0.7717931642130669,,-0.6373310900407125,-0.6006816570730011,1.175302738701922,0.22132645155616085,0.3020470773799492,-0.6450733043514878
-0.30898559790898406,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.3382131927448731,0.718505040820903,0.31265334384241833,-0.6373310900407125,,1.175302738701922,-0.5508966135151064,0.6479340293512602,
-0.33023526849278256,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,0.29940290330188013,,0.3132707127687299,-0.6373310900407125,-0.6006816570730011,1.175302738701922,0.34247236786379515,0.02057631889317397,-0.44935952500327536
-0.30355866595334496,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,0.5541646916777035,,0.21083496091837756,-0.6373310900407125,-0.6006816570730011,1.175302738701922,0.25802073904536316,-0.0942525477531722,
,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.813578764351157,0.9067897434732153,0.20798556587386138,-0.6373310900407125,-0.6006816570730011,1.175302738701922,0.0382931548562905,1.3929213105202376,-1.0691198262726158
-0.2626043960301876,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.30263193738512073,1.1163896954823933,0.18044141377687287,-0.6373310900407125,-0.6006816570730011,1.175302738701922,0.21968342375813713,0.05418476766771408,
-0.2587364863008792,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.4762684635407095,0.47693221477642705,0.09258506657096119,-0.6373310900407125,-0.6006816570730011,1.175302738701922,-1.3590472197698311,2.108501199011492,-1.014754887564779
-0.28620480706263696,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.8306577669238384,0.9387626175085138,-0.003724485933681817,-0.6373310900407125,,1.175302738701922,0.022958228741399713,0.7977716968044192,-1.0256278753063461
-0.23259815914607332,-0.4872401872268264,-0.43682572630649413,-0.27232906767920706,-0.14407485473245377,-0.26847393223975896,1.0062609071385882,-0.016736723303638536,-0.6373310900407125,-0.6006816570730011,1.175302738701922,-1.1869674417234537,1.0764417512266493,
-0.4126413933598801,-0.4872401872268264,-0.7545936339900858,-0.27232906767920706,-0.48063666247778647,-0.5004637171853412,-0.013318520431480282,-0.20645894335099946,-0.5224843907669944,-0.7668171686766844,0.34387304207302,0.4406158949990936,-0.41633351517585043,-0.3949945862954385
-0.4087734836305717,-0.4872401872268264,-0.7545936339900858,-0.27232906767920706,-0.48063666247778647,-0.6314027369092274,-0.25489134647595657,-0.19810071788708578,-0.5224843907669944,,0.34387304207302,0.22877484424053626,-0.1740726135927055,-0.27539172113819715
-0.4107847501865391,-0.4872401872268264,,-0.27232906767920706,-0.48063666247778647,-0.6185934849797176,,0.06608569265696179,-0.5224843907669944,-0.7668171686766844,0.34387304207302,0.4406158949990936,-0.5437655501126493,-0.1666618437225234
-0.3997506860925008,-0.4872401872268264,-0.7545936339900858,-0.27232906767920706,-0.48063666247778647,-0.4534964601104683,-1.3632843130329646,,-0.5224843907669944,-0.7668171686766844,0.34387304207302,0.40260718527147266,-0.3533176737235872,0.23563870271546944
-0.41688946734572097,2.728545048470228,,-0.27232906767920706,-1.0933517483731352,0.4417279247408869,-1.6616978040290822,0.7627152911237298,-0.7521777893144307,-0.9270192691516647,-0.07184180624143005,0.42670492630915746,-1.1669222044739178,
-0.4161965685784629,2.728545048470228,-1.1933465707458708,-0.27232906767920706,-1.0933517483731352,1.0523022667142286,-1.8748502975977377,0.7627152911237298,-0.7521777893144307,-0.9270192691516647,-0.07184180624143005,0.4265953911226226,-1.494604580025686,1.3446834523553417
,-0.4872401872268264,,-0.27232906767920706,-0.9207559495293749,0.6907967122591494,-2.3331281587703465,0.9145880469964361,-0.7521777893144307,-1.0397540805970211,-0.2566039610478536,0.3147599656704578,-1.094103898795747,0.44222546980524985
-0.4036511481128884,-0.4872401872268264,,-0.27232906767920706,-0.9207559495293749,-0.16457666658928435,-2.201684121069676,0.9145880469964361,-0.7521777893144307,-1.0397540805970211,-0.2566039610478536,0.29241478761733153,-0.9582697516653133,0.30087662916487384
-0.4015747769747625,-0.4872401872268264,-0.6161167934857683,-0.27232906767920706,-0.9207559495293749,-0.10480015758490029,-2.2052366626291535,0.9145880469964361,-0.7521777893144307,-1.0397540805970211,-0.2566039610478536,0.4138893094845703,-0.7300123704048934,0.23563870271546944
-0.4058379645243188,-0.4872401872268264,-0.6161167934857683,-0.27232906767920706,-0.9207559495293749,-0.30690168802829115,-1.0151352402041607,0.9145880469964361,-0.7521777893144307,-1.0397540805970211,-0.2566039610478536,0.35835496991136007,-0.434538091595393,
-0.40017270329470667,-0.4872401872268264,-0.6161167934857683,-0.27232906767920706,-0.9207559495293749,-0.8576995209972488,-1.2353928168917714,,-0.7521777893144307,-1.0397540805970211,-0.2566039610478536,0.4406158949990936,-0.34211485746540704,-0.35150263532916876
,-0.4872401872268264,-0.6161167934857683,-0.27232906767920706,-0.9207559495293749,-0.7096814987006823,-1.2531555246891595,0.6199131094760666,-0.7521777893144307,-1.0397540805970211,-0.2566039610478536,0.4406158949990936,0.20962384324996328,-0.27539172113819715
-0.3934471674413707,-0.4872401872268264,-0.6161167934857683,-0.27232906767920706,-0.9207559495293749,-0.36240844638950354,0.6012711693581427,0.8996287230127268,-0.7521777893144307,-1.0397540805970211,-0.2566039610478536,0.3950492574005624,0.8607875382566822,-0.6450733043514878
-0.39058721615369457,-0.4872401872268264,-0.6161167934857683,-0.27232906767920706,-0.9207559495293749,-1.2604793316696399,0.9494202421869464,0.9853955138526602,-0.7521777893144307,-1.0397540805970211,-0.2566039610478536,0.4406158949990936,2.5426103290159707,-0.8842790346659702
-0.39455162017441636,-0.4872401872268264,-0.6161167934857683,-0.27232906767920706,-0.9207559495293749,-0.9715595381484546,,1.0887810640511846,-0.7521777893144307,,-0.2566039610478536,0.4406158949990936,0.49669600986582846,-0.3406296475876016
-0.409786092399501,0.41317967876834877,-0.8012384644757506,-0.27232906767920706,-0.998424059009067,-0.45776621075363866,-0.8126403713139381,1.434032763611714,-0.6373310900407125,-0.9804199693099914,-0.7646998867655146,0.425938180003413,0.11159920099088716,-0.30801068436289936
-0.41505956355433793,0.41317967876834877,-0.8012384644757506,-0.27232906767920706,-0.998424059009067,-0.2414321781663474,-0.19805068152431507,,-0.6373310900407125,-0.9804199693099914,-0.7646998867655146,0.4085220853443592,-0.4513423159826633,-0.22102678243036028
,0.41317967876834877,-0.8012384644757506,-0.27232906767920706,-0.998424059009067,0.32217490673212135,-1.6865655949454252,1.434032763611714,-0.6373310900407125,,-0.7646998867655146,0.4406158949990936,-1.0324884093757565,0.26825766594017164
-0.4143108608595154,0.41317967876834877,-0.8012384644757506,-0.27232906767920706,-0.998424059009067,-0.4079524532499859,,1.434032763611714,-0.6373310900407125,-0.9804199693099914,-0.7646998867655146,0.4406158949990936,-0.5913775192099147,0.09428986207509348
-0.41852056964515577,2.728545048470228,,-0.27232906767920706,-1.2486879673325195,-0.5645099768328944,-0.7451420816838639,1.673856846525149,-0.7521777893144307,0.3605309457768808,1.221493277403528,0.4406158949990936,0.3006467253476767,-0.3949945862954385
-0.4185775361545444,3.371702095609639,-1.445520185558996,-0.27232906767920706,-1.3090964969278351,1.3725335649519945,-1.6581452624696047,2.3277455193241763,-0.5224843907669944,-1.081287958497942,-0.2566039610478536,0.4299909819052055,-1.0983049548925647,
,3.157316413229835,-1.5154874312874933,-0.27232906767920706,-1.2486879673325195,0.13999887929019184,-1.167894527261697,2.5609210138004075,-0.8670244885881488,,-0.5337471932574864,0.4406158949990936,-0.9638711597944033,0.23563870271546944
-0.4184368637538091,3.800473460369246,-1.4309436760322258,-0.27232906767920706,-1.2400581773903316,0.7562662221210932,-0.9973725324067728,2.1511780063989976,-0.5224843907669944,-0.9032856246368528,-1.549939044692811,0.39680182038512096,-1.218735229668001,
-0.4021456046504735,0.5846882246721917,-0.8755786630622789,-0.27232906767920706,-0.8776069998184348,-0.19873467173464612,,1.9089794276151326,-0.17794429294583997,-0.7371501130331696,0.5748257355810482,0.3724850089743665,-0.8112327882766992,0.08341687433352633
-0.4080945358452047,0.5846882246721917,-0.8755786630622789,-0.27232906767920706,-0.8776069998184348,-0.509003218471682,-0.7593522479217742,1.489738436732003,-0.17794429294583997,,0.5748257355810482,0.4406158949990936,-0.48074970866038597,-0.3188836721044665
-0.4027420091263182,0.5846882246721917,-0.8755786630622789,-0.27232906767920706,-0.8776069998184348,-0.7737277583482355,,,-0.17794429294583997,-0.7371501130331696,0.5748257355810482,0.4210090966093412,0.0695886400227119,-0.41674056177857316
-0.4001389884218032,0.5846882246721917,-0.8755786630622789,-0.27232906767920706,-0.8776069998184348,-0.4534964601104683,0.8819219525568726,1.435837380473241,-0.17794429294583997,-0.7371501130331696,0.5748257355810482,0.2344706739403525,0.25023405218586603,-0.7103112308008922
-0.407281891150048,0.5846882246721917,-0.8755786630622789,-0.27232906767920706,-0.8776069998184348,0.24389614494066772,-0.027528686669390845,1.6291213443262471,-0.17794429294583997,-0.7371501130331696,0.5748257355810482,0.4406158949990936,-0.8294373646962419,-0.036185990823714966
-0.40539502084927626,0.5846882246721917,-0.8755786630622789,-0.27232906767920706,-0.8776069998184348,0.6794107105440288,-0.8943488271819228,1.987860180430819,-0.17794429294583997,,0.5748257355810482,0.42615725037648267,-0.44153985175675564,
-0.41783348378701896,0.26310970110248627,-1.422197770316164,-0.27232906767920706,-1.1960462486851722,1.1661622838654344,-0.3223896361060307,,-0.7521777893144307,-1.1406220697849718,0.06672980986338718,0.400526016727309,-0.6445908964362701,1.1380966852655618
-0.4159349876680047,2.9429307308500317,-1.1321252307334355,-0.27232906767920706,-1.3522454466387752,0.007636609351915094,,1.337533251437437,-0.6373310900407125,-0.4226793232119119,-1.0880336576767538,0.4406158949990936,-1.11790988334438,0.105162849816661
-0.4150107351177191,2.9429307308500317,-1.1321252307334355,-0.27232906767920706,-1.3522454466387752,-0.7082582484862917,,1.337533251437437,-0.6373310900407125,-0.4226793232119119,-1.0880336576767538,0.4406158949990936,-0.3379138013685896,-0.3406296475876016
,0.04872401872268265,-0.7385594735106384,-0.27232906767920706,-1.2573177572747076,-0.5787424789767949,,1.2836321951786747,-0.6373310900407125,,0.20530142596820278,0.43305796712818334,-0.6375891362749077,-0.05793196630684964
-0.4043440468801465,0.04872401872268265,-0.7385594735106384,-0.27232906767920706,-1.2573177572747076,-0.9829455398635752,-1.1288165701074437,,-0.6373310900407125,-0.3752120341822881,0.20530142596820278,0.4406158949990936,0.06118652782907675,-0.5580894024189491
-0.40520203226644935,0.04872401872268265,-0.7385594735106384,-0.27232906767920706,-1.2573177572747076,-0.5687797274760648,-1.2638131493675921,1.2836321951786747,-0.6373310900407125,,0.20530142596820278,0.4406158949990936,-0.5409648460481042,-0.17753483146409094
-0.4098407337452411,-0.4872401872268264,-0.04763292194172822,-0.27232906767920706,-1.2227985975059554,0.18838938657945403,,0.7086717651127421,-0.6373310900407125,-0.612548479330407,0.34387304207302,0.2963580543325892,-0.8308377167285145,0.18127376400763257
-0.40164453188421806,-0.4872401872268264,-0.04763292194172822,-0.27232906767920706,-1.2227985975059554,-0.46061271118241853,-1.8144570910866185,0.7086717651127421,-0.6373310900407125,,0.34387304207302,0.22198366267537048,-0.38832647453040003,-0.09055092953155185
-0.4094477810886417,-0.4872401872268264,-0.04763292194172822,-0.27232906767920706,-1.2227985975059554,-0.3125946888858508,-2.1590536223559447,0.7086717651127421,-0.6373310900407125,-0.612548479330407,0.34387304207302,0.3750043182646701,-0.9988799606012162,0.02905193562568945
-0.3973859946619588,-0.4872401872268264,-0.04763292194172822,-0.27232906767920706,-1.2227985975059554,-0.05640965029563808,-2.215894287307586,0.7086717651127421,-0.6373310900407125,-0.612548479330407,0.34387304207302,0.2245029719656741,-0.7160088500821683,0.09428986207509348
-0.4109219348418016,-0.4872401872268264,0.24681257049903094,-0.27232906767920706,-1.0156836388934432,-0.01655864429271664,,,-0.5224843907669944,,0.11292034856499183,0.41892792806517754,-0.8224356045348794,
-0.40904320261379973,-0.4872401872268264,,-0.27232906767920706,-1.0156836388934432,0.0019436084943541653,-0.8375081622302812,0.33601838320745,-0.5224843907669944,-0.060741244361030435,0.11292034856499183,0.29088129500584264,-0.5199595655640165,
,-0.4872401872268264,0.24681257049903094,-0.27232906767920706,-1.0156836388934432,-0.00801914300637588,0.21049159781560778,0.12212379519911093,-0.5224843907669944,-0.060741244361030435,0.11292034856499183,0.18605612149191322,-0.09565289978544468,-0.27539172113819715
-0.4099790809823279,-0.4872401872268264,,-0.27232906767920706,-1.0156836388934432,-0.20585092280659634,-0.8090878297544607,,-0.5224843907669944,-0.060741244361030435,0.11292034856499183,0.3317379195833717,-0.33371274527177214,-0.18840781920565808
-0.41353774394638343,-0.4872401872268264,0.24681257049903094,-0.27232906767920706,-1.0156836388934432,-0.0749119030827089,-0.5284370465557309,0.578929310752444,-0.5224843907669944,-0.060741244361030435,0.11292034856499183,0.32560394913741547,-0.04383987459136178,-0.14491586823938873
-0.41035110716609063,-0.4872401872268264,0.24681257049903094,-0.27232906767920706,-1.0156836388934432,-0.5844354798343557,-1.1359216532263987,0.33601838320745,-0.5224843907669944,-0.060741244361030435,0.11292034856499183,0.4314149393301596,-0.49755393304765627,-0.24277275791349495
-0.41531998188297187,0.5846882246721917,-0.9149352387845586,-0.27232906767920706,-1.1106113282575112,0.6295969530403773,-1.246050441570204,0.7625253314540954,-0.6373310900407125,,0.25149196466980905,0.4406158949990936,-1.031088057343484,
,0.5846882246721917,-0.9149352387845586,-0.27232906767920706,-1.1106113282575112,0.4758859298862487,0.0648373938770268,0.7625253314540954,-0.6373310900407125,,0.25149196466980905,0.42670492630915746,-0.7608201151148888,
-0.41584779403118527,0.5846882246721917,-0.9149352387845586,-0.27232906767920706,-1.1106113282575112,0.024715611924595354,-1.2922334818434127,0.7625253314540954,-0.6373310900407125,-0.7549503464192785,0.25149196466980905,0.4406158949990936,-0.8308377167285145,0.24651169045703697
,0.5846882246721917,-0.9149352387845586,-0.27232906767920706,-1.1106113282575112,-0.16742316701806417,-0.7771149557191621,,-0.6373310900407125,-0.7549503464192785,0.25149196466980905,0.3720468682282265,-0.720209906178986,0.039924923367256594
-0.4142201794772232,-0.4872401872268264,-0.9688683240336086,-0.27232906767920706,-0.9121261595871869,0.1485383805765326,-0.7309319154459536,0.46747047459445745,-0.7521777893144307,,0.020539271161780892,0.4406158949990936,-0.4247356273694856,
-0.4134342741640244,-0.4872401872268264,-0.9688683240336086,-0.27232906767920706,-0.9121261595871869,0.4915416822445397,-0.44317604912826875,0.30519742680926804,-0.7521777893144307,,0.020539271161780892,0.39022970919302546,-0.8574444053416922,0.44222546980524985
-0.41407020642189385,-0.4872401872268264,-0.9688683240336086,-0.27232906767920706,-0.9121261595871869,-0.3837571996053555,-0.8339556206708036,0.3002109854813647,-0.7521777893144307,-0.9566863247951796,0.020539271161780892,0.43064819302441515,0.02897843108680887,-0.003567027599012757
-0.4117880583008743,-0.4872401872268264,-0.9688683240336086,-0.27232906767920706,-0.9121261595871869,-0.23289267688000664,-0.41830825821192574,-0.022530493227487857,-0.7521777893144307,-0.9566863247951796,0.020539271161780892,0.42144723735548056,-0.5899771671776421,-0.036185990823714966
-0.4135214678008438,-0.4872401872268264,-1.1262946269227274,-0.27232906767920706,-0.5669345618996666,1.0281070130695968,0.6296915018339633,-0.1773001340621185,-0.8670244885881488,-0.8202178688350111,-0.30279449974945827,0.4406158949990936,-1.0016806646657612,0.11603583755822854
-0.4139376720939284,-0.4872401872268264,-1.1262946269227274,-0.27232906767920706,-0.5669345618996666,1.130581028505682,-0.19449813996483742,-0.1807194081155378,-0.8670244885881488,-0.8202178688350111,-0.30279449974945827,0.4314149393301596,-0.9736736240203109,0.6705582123781645
-0.4146561476613202,-0.4872401872268264,-1.1262946269227274,-0.27232906767920706,-0.5669345618996666,0.18838938657945403,-0.08792189318050998,-0.3337319220060503,-0.8670244885881488,,-0.30279449974945827,0.3889152869546062,-0.538164141983559,0.007305960142554774
-0.41553040919316264,-0.4872401872268264,,-0.27232906767920706,-0.5669345618996666,0.17131038400677379,0.18917634845874245,-0.3338269018408675,-0.8670244885881488,-0.8202178688350111,-0.30279449974945827,0.40392160750989187,-0.6235856159521825,-0.05793196630684964
-0.4152153495187886,0.7133196341000738,0.5689534310406535,-0.27232906767920706,-0.7826793104543666,0.22397064193920638,-0.5319895881152085,-0.06132975575031473,-0.6373310900407125,,-0.11803234494303635,0.4199137447439917,-0.6291870240812725,0.039924923367256594
-0.41675925818140397,0.7133196341000738,0.5689534310406535,-0.27232906767920706,-0.7826793104543666,-0.10480015758490029,-1.4094673533061732,-0.06132975575031473,-0.6373310900407125,-0.8202178688350111,-0.11803234494303635,0.43437238936660255,-0.9022556703744127,0.26825766594017164
-0.41510955457278104,0.7133196341000738,0.5689534310406535,-0.27232906767920706,-0.7826793104543666,-0.05071664943807842,0.30996276148098023,-0.08550212371129262,-0.6373310900407125,,-0.11803234494303635,0.4406158949990936,-0.2889014802390517,-0.21015379468879275
-0.40591353234289557,-0.4872401872268264,-1.2020924764619327,-0.27232906767920706,-0.946645319355939,0.48442543117258946,-0.38278284261714984,,-0.8670244885881488,-0.7846174020627933,-0.2104134223462473,0.01430494900514052,-0.8406401809544221,0.6379392491534623
,-0.4872401872268264,-1.2020924764619327,-0.27232906767920706,-0.946645319355939,-0.17311616787562384,0.03641706140120567,-0.14239504476679668,-0.8670244885881488,-0.7846174020627933,-0.2104134223462473,0.38508155542588335,-0.18387507781861315,-0.12316989275625405
,-0.4872401872268264,-1.2020924764619327,-0.27232906767920706,-0.946645319355939,2.539598740751856,0.26377972120777166,-0.14239504476679668,-0.8670244885881488,-0.7846174020627933,-0.2104134223462473,0.4406158949990936,-1.1823260768289152,1.7578569865349025
-0.41058362353094235,-0.4872401872268264,-1.2020924764619327,-0.27232906767920706,-0.946645319355939,2.185209437368727,-1.125264028547966,,-0.8670244885881488,-0.7846174020627933,-0.2104134223462473,0.4037025371368216,-1.2719486068943562,
-0.4121263696117335,-0.4872401872268264,-1.2020924764619327,-0.27232906767920706,-0.946645319355939,1.6102163507551377,-0.21581338932170302,-0.14239504476679668,-0.8670244885881488,,-0.2104134223462473,0.4406158949990936,-0.9050563744389577,1.159842660748697
-0.4028187395267192,-0.4872401872268264,-0.375604386294059,-0.27232906767920706,-0.2994110736918381,0.6295969530403773,0.4023288420273979,-0.48308771225610037,-0.5224843907669944,-0.14380900016287207,1.1291122000003155,0.41717536508061837,-0.4527426680149358,0.5400823594793561
-0.4068110455112232,-0.4872401872268264,,-0.27232906767920706,-0.2994110736918381,0.7064524646174404,,-0.44590310692516577,-0.5224843907669944,-0.14380900016287207,1.1291122000003155,0.42615725037648267,-0.6978042736626257,
-0.3935064591144079,-0.4872401872268264,-0.375604386294059,-0.27232906767920706,-0.2994110736918381,0.17131038400677379,0.5977186277986654,-0.5130538501409276,-0.5224843907669944,-0.14380900016287207,1.1291122000003155,-3.1313265379050232,-0.2833000721099615,-0.4276135495201403
-0.3955002869430114,-0.4872401872268264,-0.375604386294059,-0.27232906767920706,-0.2994110736918381,-0.21012067344976673,0.6687694589882172,-0.5130538501409276,-0.5224843907669944,-0.14380900016287207,1.1291122000003155,0.41399884467110576,0.11019884895861468,-0.35150263532916876
-0.4038720386594975,-0.4872401872268264,-0.375604386294059,-0.27232906767920706,-0.2994110736918381,-0.16742316701806417,0.7611355395346342,,-0.5224843907669944,,1.1291122000003155,0.3945015814678876,-0.045240226623634264,
-0.40468352077283,-0.4872401872268264,-0.375604386294059,-0.27232906767920706,-0.2994110736918381,-0.617170234765327,0.9991558240196329,-0.8016975681504046,-0.5224843907669944,-0.14380900016287207,1.1291122000003155,0.40939836683663844,0.5345055147371862,
,-0.4872401872268264,-0.375604386294059,-0.27232906767920706,-0.2994110736918381,-0.6385189879811777,,-0.752260564128051,-0.5224843907669944,,1.1291122000003155,0.4271430670552974,0.8411826098048669,-0.3297566598460341
-0.4048520951373475,-0.4872401872268264,-0.375604386294059,-0.27232906767920706,-0.2994110736918381,-0.22435317559366716,0.5906135446797101,,-0.5224843907669944,-0.14380900016287207,1.1291122000003155,0.33973398820042183,0.20122173105632812,
-0.40521830841198897,-0.4872401872268264,-0.375604386294059,-0.27232906767920706,-0.2994110736918381,0.2695146487996887,1.013365990257543,,-0.5224843907669944,-0.14380900016287207,1.1291122000003155,0.42243305403429526,-0.05364233881726942,
-0.3894525362932182,-0.4872401872268264,-0.375604386294059,-0.27232906767920706,-0.2994110736918381,-0.07918165372587928,0.8037660382483655,-0.593596750065915,-0.5224843907669944,-0.14380900016287207,1.1291122000003155,0.37850944423378785,0.40567312776811526,-0.3406296475876016
-0.40755393529692446,-0.4872401872268264,-0.375604386294059,-0.27232906767920706,-0.2994110736918381,-0.1275721610151415,-0.5035692556393878,-0.48308771225610037,-0.5224843907669944,-0.14380900016287207,1.1291122000003155,0.4032643963906823,0.048583359538624145,-0.09055092953155185
